place,osm_type,Latitude,Longitude,
hamlet,nodes,21.1704769,-76.8865726,12/16/2016
hamlet,nodes,21.1163984,-76.8241869,12/16/2016
hamlet,nodes,21.4847592,-77.9420543,12/16/2016
hamlet,nodes,21.3531852,-78.28532,12/16/2016
hamlet,nodes,21.3472268,-78.3124373,12/16/2016
hamlet,nodes,21.3558074,-78.2761921,12/16/2016
hamlet,nodes,21.3513892,-78.3573504,12/16/2016
hamlet,nodes,21.3422899,-78.4222903,12/16/2016
hamlet,nodes,21.3707721,-78.2497652,12/16/2016
hamlet,nodes,21.3688362,-78.132899,12/16/2016
hamlet,nodes,21.3468007,-78.0482715,12/16/2016
hamlet,nodes,21.3637216,-78.0270774,12/16/2016
hamlet,nodes,21.3784226,-78.1239839,12/16/2016
hamlet,nodes,21.7948789,-77.8256876,12/16/2016
city,nodes,22.5243036,-79.4719441,12/16/2016
hamlet,nodes,22.3824225,-79.585642,12/16/2016
hamlet,nodes,22.705564,-79.6686404,12/16/2016
hamlet,nodes,22.6167185,-79.6749756,12/16/2016
hamlet,nodes,22.6008175,-79.7709856,12/16/2016
hamlet,nodes,22.7170287,-79.7293121,12/16/2016
hamlet,nodes,22.6166197,-79.7498227,12/16/2016
hamlet,nodes,23.0462876,-82.1836629,12/16/2016
hamlet,nodes,23.0661644,-82.2273897,12/16/2016
hamlet,nodes,22.894991,-80.6388091,12/16/2016
hamlet,nodes,22.4860994,-80.850788,12/16/2016
hamlet,nodes,22.4807778,-80.9519384,12/16/2016
hamlet,nodes,22.336549,-80.9957663,12/16/2016
hamlet,nodes,22.967778,-80.9438378,12/16/2016
hamlet,nodes,22.4260904,-80.8940375,12/16/2016
hamlet,nodes,22.9289545,-83.0818554,12/16/2016
hamlet,nodes,22.9746908,-82.9517788,12/16/2016
hamlet,nodes,22.9267741,-82.9366586,12/16/2016
hamlet,nodes,22.9456031,-82.8967614,12/16/2016
hamlet,nodes,22.7652227,-83.016185,12/16/2016
hamlet,nodes,22.7598746,-82.9101457,12/16/2016
hamlet,nodes,22.7480807,-82.8160619,12/16/2016
hamlet,nodes,22.8084125,-82.8642657,12/16/2016
hamlet,nodes,22.7521246,-83.1873331,12/16/2016
hamlet,nodes,22.6306126,-83.4046134,12/16/2016
hamlet,nodes,22.7019917,-83.2758396,12/16/2016
hamlet,nodes,22.6719239,-83.1446858,12/16/2016
hamlet,nodes,22.7274366,-83.2378537,12/16/2016
hamlet,nodes,22.9281209,-82.4601075,12/16/2016
hamlet,nodes,22.4325107,-83.7051098,12/16/2016
hamlet,nodes,22.4265651,-83.918713,12/16/2016
hamlet,nodes,22.3416739,-83.6795084,12/16/2016
hamlet,nodes,22.4608276,-83.6443703,12/16/2016
hamlet,nodes,22.2579036,-83.8021864,12/16/2016
hamlet,nodes,22.7586812,-81.2719524,12/16/2016
hamlet,nodes,22.7927277,-81.0591014,12/16/2016
hamlet,nodes,22.7545196,-81.0456635,12/16/2016
hamlet,nodes,22.9391048,-81.3757451,12/16/2016
hamlet,nodes,22.8572491,-81.2582056,12/16/2016
hamlet,nodes,22.9637922,-81.7787779,12/16/2016
hamlet,nodes,22.9475237,-81.9529533,12/16/2016
hamlet,nodes,22.8162752,-82.0160738,12/16/2016
hamlet,nodes,22.779721,-82.1273772,12/16/2016
hamlet,nodes,22.7723631,-82.1402542,12/16/2016
hamlet,nodes,22.8158133,-82.0434538,12/16/2016
hamlet,nodes,23.0708865,-81.6162771,12/16/2016
hamlet,nodes,22.4116319,-81.6420208,12/16/2016
hamlet,nodes,22.7231884,-81.5870261,12/16/2016
hamlet,nodes,22.8015147,-82.2316607,12/16/2016
hamlet,nodes,22.7691881,-82.1567016,12/16/2016
hamlet,nodes,22.912147,-82.2923414,12/16/2016
hamlet,nodes,22.9330415,-82.1617012,12/16/2016
hamlet,nodes,21.915484,-84.0472432,12/16/2016
hamlet,nodes,22.1888281,-84.0909646,12/16/2016
hamlet,nodes,22.2164208,-84.0640372,12/16/2016
hamlet,nodes,22.4191403,-83.5814367,12/16/2016
hamlet,nodes,22.3492388,-83.6641039,12/16/2016
hamlet,nodes,22.4910652,-83.5802933,12/16/2016
hamlet,nodes,22.4837398,-83.6080709,12/16/2016
hamlet,nodes,22.3722883,-83.4942146,12/16/2016
hamlet,nodes,21.6338036,-82.7575878,12/16/2016
hamlet,nodes,21.705633,-82.7608195,12/16/2016
hamlet,nodes,21.8356295,-82.8493766,12/16/2016
hamlet,nodes,21.6816117,-82.7658651,12/16/2016
hamlet,nodes,21.8247763,-82.9445217,12/16/2016
hamlet,nodes,21.7044666,-82.8252534,12/16/2016
hamlet,nodes,21.7641268,-82.7867853,12/16/2016
hamlet,nodes,22.7171319,-81.5647317,12/16/2016
hamlet,nodes,22.6931406,-81.5799129,12/16/2016
hamlet,nodes,22.7331237,-81.575203,12/16/2016
hamlet,nodes,23.0404221,-82.5696205,12/16/2016
hamlet,nodes,23.0094424,-82.6410918,12/16/2016
hamlet,nodes,23.0071934,-82.6268261,12/16/2016
hamlet,nodes,23.0085396,-82.617681,12/16/2016
hamlet,nodes,22.8993189,-82.6252985,12/16/2016
hamlet,nodes,22.9606923,-83.2037008,12/16/2016
hamlet,nodes,22.7875062,-83.2491962,12/16/2016
hamlet,nodes,22.8306363,-83.2000927,12/16/2016
hamlet,nodes,22.8592955,-83.2462728,12/16/2016
hamlet,nodes,22.862176,-83.2806829,12/16/2016
hamlet,nodes,22.8264097,-83.2566062,12/16/2016
hamlet,nodes,22.8027345,-83.2665172,12/16/2016
hamlet,nodes,22.757503,-83.3149044,12/16/2016
hamlet,nodes,22.8753245,-83.2624576,12/16/2016
hamlet,nodes,22.8874832,-83.2648874,12/16/2016
hamlet,nodes,22.9156533,-83.2798794,12/16/2016
hamlet,nodes,22.9218589,-83.2559984,12/16/2016
hamlet,nodes,22.9427244,-83.2758951,12/16/2016
hamlet,nodes,22.7456427,-83.2831276,12/16/2016
hamlet,nodes,22.6826777,-83.1983364,12/16/2016
hamlet,nodes,22.9863178,-82.8778689,12/16/2016
hamlet,nodes,22.9789235,-83.0332235,12/16/2016
hamlet,nodes,22.971311,-83.0251237,12/16/2016
hamlet,nodes,22.9795722,-83.0175233,12/16/2016
hamlet,nodes,22.9709845,-83.1538097,12/16/2016
hamlet,nodes,22.7708039,-83.1209299,12/16/2016
hamlet,nodes,22.7250805,-83.0730045,12/16/2016
hamlet,nodes,22.7212002,-83.0649334,12/16/2016
hamlet,nodes,22.7295103,-83.0359008,12/16/2016
hamlet,nodes,22.7347174,-83.0381656,12/16/2016
hamlet,nodes,22.7398409,-83.0127621,12/16/2016
hamlet,nodes,22.7296653,-83.0009661,12/16/2016
hamlet,nodes,22.7200922,-83.0197711,12/16/2016
hamlet,nodes,22.8312706,-83.0976212,12/16/2016
hamlet,nodes,22.8572644,-82.8554883,12/16/2016
hamlet,nodes,22.9359546,-83.0933533,12/16/2016
hamlet,nodes,22.717341,-82.8645074,12/16/2016
hamlet,nodes,22.9680904,-82.9584086,12/16/2016
hamlet,nodes,22.9848467,-82.9757969,12/16/2016
hamlet,nodes,22.9350922,-82.8912298,12/16/2016
hamlet,nodes,22.8007018,-83.1372729,12/16/2016
hamlet,nodes,22.6767428,-83.1356204,12/16/2016
hamlet,nodes,22.7015798,-83.1649717,12/16/2016
hamlet,nodes,22.6977519,-83.1442717,12/16/2016
hamlet,nodes,22.6756294,-83.1379599,12/16/2016
hamlet,nodes,22.6719052,-82.9275766,12/16/2016
hamlet,nodes,22.7875784,-82.8299687,12/16/2016
hamlet,nodes,22.7542677,-83.3888492,12/16/2016
hamlet,nodes,22.7619439,-83.4594501,12/16/2016
hamlet,nodes,22.7833928,-83.6368345,12/16/2016
hamlet,nodes,22.7898956,-83.5303865,12/16/2016
hamlet,nodes,22.8042374,-83.5664537,12/16/2016
hamlet,nodes,22.8023666,-83.5788421,12/16/2016
hamlet,nodes,22.7579772,-83.545457,12/16/2016
hamlet,nodes,22.6758517,-83.4280346,12/16/2016
hamlet,nodes,22.659801,-83.3694369,12/16/2016
hamlet,nodes,23.0135264,-82.7342801,12/16/2016
hamlet,nodes,23.0233533,-82.7096265,12/16/2016
hamlet,nodes,23.0185855,-82.7262605,12/16/2016
hamlet,nodes,23.0250107,-82.6748443,12/16/2016
hamlet,nodes,23.0195864,-82.8313607,12/16/2016
hamlet,nodes,22.9951122,-83.0154529,12/16/2016
hamlet,nodes,22.9663672,-82.7956334,12/16/2016
hamlet,nodes,23.0321438,-82.6415953,12/16/2016
hamlet,nodes,23.0355789,-82.5904931,12/16/2016
hamlet,nodes,23.040847,-82.5982255,12/16/2016
hamlet,nodes,23.0356743,-82.5974143,12/16/2016
hamlet,nodes,23.0378999,-82.5511991,12/16/2016
hamlet,nodes,22.7250927,-81.7949468,12/16/2016
hamlet,nodes,22.7742914,-81.8168712,12/16/2016
hamlet,nodes,20.0491869,-75.7596646,12/16/2016
hamlet,nodes,20.0762782,-77.5328329,12/16/2016
hamlet,nodes,20.0716374,-77.533232,12/16/2016
hamlet,nodes,19.9348969,-77.6749184,12/16/2016
hamlet,nodes,19.9696615,-77.6057523,12/16/2016
hamlet,nodes,19.9745905,-77.6045636,12/16/2016
hamlet,nodes,19.9758184,-77.5855108,12/16/2016
hamlet,nodes,19.9664278,-77.5838938,12/16/2016
hamlet,nodes,19.966689,-77.5978365,12/16/2016
hamlet,nodes,19.9224992,-77.5966208,12/16/2016
hamlet,nodes,19.9368883,-77.6272211,12/16/2016
hamlet,nodes,19.9460774,-77.6639717,12/16/2016
hamlet,nodes,19.967742,-77.6377146,12/16/2016
hamlet,nodes,19.9627503,-76.6677684,12/16/2016
hamlet,nodes,19.9511938,-76.7286551,12/16/2016
hamlet,nodes,19.9483529,-77.0939117,12/16/2016
hamlet,nodes,19.9728193,-77.1836633,12/16/2016
hamlet,nodes,19.9886504,-77.1991753,12/16/2016
hamlet,nodes,19.9637061,-77.1543762,12/16/2016
hamlet,nodes,19.9526518,-77.1544791,12/16/2016
hamlet,nodes,19.9247813,-77.1939739,12/16/2016
hamlet,nodes,19.9355287,-77.068225,12/16/2016
hamlet,nodes,20.0006647,-76.9459185,12/16/2016
hamlet,nodes,19.8906492,-77.0099162,12/16/2016
hamlet,nodes,19.9764482,-77.1261637,12/16/2016
hamlet,nodes,19.908841,-77.1424755,12/16/2016
hamlet,nodes,19.9829871,-76.3114892,12/16/2016
hamlet,nodes,19.9795248,-76.3163138,12/16/2016
hamlet,nodes,19.9941679,-76.4386062,12/16/2016
hamlet,nodes,19.9587077,-76.4889825,12/16/2016
hamlet,nodes,19.9555365,-76.5098185,12/16/2016
hamlet,nodes,19.9545898,-76.5017534,12/16/2016
hamlet,nodes,19.9779796,-76.5205921,12/16/2016
hamlet,nodes,20.0142965,-76.2301492,12/16/2016
hamlet,nodes,20.0356218,-76.2384215,12/16/2016
hamlet,nodes,20.0612453,-76.1821733,12/16/2016
hamlet,nodes,20.0362254,-76.4569265,12/16/2016
hamlet,nodes,20.0536569,-76.145609,12/16/2016
hamlet,nodes,19.9886541,-75.3202828,12/16/2016
hamlet,nodes,19.9206041,-75.3213773,12/16/2016
hamlet,nodes,19.9353378,-75.4051314,12/16/2016
hamlet,nodes,19.9309137,-75.4369479,12/16/2016
hamlet,nodes,19.8890875,-75.3787017,12/16/2016
hamlet,nodes,19.8936502,-75.4214393,12/16/2016
hamlet,nodes,19.9179402,-75.4426324,12/16/2016
hamlet,nodes,19.9973732,-75.4556871,12/16/2016
hamlet,nodes,19.9778939,-75.4446594,12/16/2016
hamlet,nodes,19.9750935,-75.4915898,12/16/2016
hamlet,nodes,19.9681254,-75.5382801,12/16/2016
hamlet,nodes,19.9418144,-75.6614153,12/16/2016
hamlet,nodes,19.9429898,-75.6383329,12/16/2016
hamlet,nodes,19.901134,-75.5031873,12/16/2016
hamlet,nodes,19.9277439,-75.5988897,12/16/2016
hamlet,nodes,19.9764989,-75.4158501,12/16/2016
hamlet,nodes,19.9887155,-75.407534,12/16/2016
hamlet,nodes,22.8840064,-82.4741698,12/16/2016
hamlet,nodes,22.8834412,-82.4664469,12/16/2016
hamlet,nodes,20.9472411,-77.3538105,12/16/2016
hamlet,nodes,20.9636462,-77.3856798,12/16/2016
hamlet,nodes,20.9749444,-77.7465856,12/16/2016
hamlet,nodes,20.9976019,-77.7011359,12/16/2016
hamlet,nodes,20.990091,-77.8328859,12/16/2016
hamlet,nodes,20.9849425,-77.8674223,12/16/2016
hamlet,nodes,20.9444688,-77.8236605,12/16/2016
hamlet,nodes,21.0025772,-77.5016226,12/16/2016
hamlet,nodes,21.0072793,-77.239459,12/16/2016
hamlet,nodes,20.9971885,-77.5035538,12/16/2016
hamlet,nodes,21.031225,-77.8023519,12/16/2016
hamlet,nodes,20.9721631,-77.3905555,12/16/2016
hamlet,nodes,20.9173613,-78.0060428,12/16/2016
hamlet,nodes,20.9257476,-77.9192054,12/16/2016
hamlet,nodes,20.9540895,-77.9922028,12/16/2016
hamlet,nodes,20.9398883,-77.9041804,12/16/2016
hamlet,nodes,20.9509514,-77.8792537,12/16/2016
hamlet,nodes,20.9637097,-77.9230559,12/16/2016
hamlet,nodes,20.9754269,-77.8989542,12/16/2016
hamlet,nodes,20.9750423,-77.8868345,12/16/2016
hamlet,nodes,20.9791935,-77.9728594,12/16/2016
hamlet,nodes,20.9856507,-77.9915383,12/16/2016
hamlet,nodes,21.0618751,-77.7981999,12/16/2016
hamlet,nodes,20.4685892,-76.3748261,12/16/2016
hamlet,nodes,20.4175116,-76.3650273,12/16/2016
hamlet,nodes,20.4299821,-76.3377179,12/16/2016
hamlet,nodes,20.4218704,-76.3636722,12/16/2016
hamlet,nodes,20.3950858,-76.4013378,12/16/2016
hamlet,nodes,20.460279,-76.3849022,12/16/2016
hamlet,nodes,20.4572929,-76.4237731,12/16/2016
hamlet,nodes,20.9777894,-76.2393236,12/16/2016
hamlet,nodes,21.0026906,-76.2420248,12/16/2016
hamlet,nodes,20.8526787,-77.4208096,12/16/2016
hamlet,nodes,20.8531797,-77.4782983,12/16/2016
hamlet,nodes,20.8577764,-77.4619617,12/16/2016
hamlet,nodes,20.8211017,-77.3867669,12/16/2016
hamlet,nodes,20.7896564,-77.4135874,12/16/2016
hamlet,nodes,20.803021,-77.279628,12/16/2016
hamlet,nodes,20.7571139,-77.0350451,12/16/2016
hamlet,nodes,20.7330053,-77.4506666,12/16/2016
hamlet,nodes,20.8224744,-77.5599575,12/16/2016
hamlet,nodes,20.8187624,-77.540238,12/16/2016
hamlet,nodes,20.8172677,-77.5022074,12/16/2016
hamlet,nodes,20.8732136,-77.5533866,12/16/2016
hamlet,nodes,20.808576,-77.5420346,12/16/2016
hamlet,nodes,20.6999039,-77.4057829,12/16/2016
hamlet,nodes,20.7506652,-77.2784423,12/16/2016
hamlet,nodes,20.768898,-77.4149262,12/16/2016
hamlet,nodes,20.7211346,-77.605454,12/16/2016
hamlet,nodes,20.7462197,-77.5819087,12/16/2016
hamlet,nodes,20.7448288,-77.6085881,12/16/2016
hamlet,nodes,20.7882517,-77.6625256,12/16/2016
hamlet,nodes,20.806271,-77.6838513,12/16/2016
hamlet,nodes,20.7643718,-77.6715047,12/16/2016
hamlet,nodes,20.8278364,-77.6001668,12/16/2016
hamlet,nodes,20.8491267,-77.597251,12/16/2016
hamlet,nodes,20.8370969,-77.6362018,12/16/2016
hamlet,nodes,20.8407096,-77.6641698,12/16/2016
hamlet,nodes,20.973907,-76.2777433,12/16/2016
hamlet,nodes,20.9927143,-76.2816276,12/16/2016
hamlet,nodes,20.9699353,-76.3612676,12/16/2016
hamlet,nodes,20.9654371,-76.2902641,12/16/2016
hamlet,nodes,20.9017827,-76.285925,12/16/2016
hamlet,nodes,20.945196,-76.4909908,12/16/2016
hamlet,nodes,20.970306,-76.4050627,12/16/2016
hamlet,nodes,20.9656374,-76.3881862,12/16/2016
hamlet,nodes,20.9453742,-76.5472568,12/16/2016
hamlet,nodes,20.9485048,-76.7062855,12/16/2016
hamlet,nodes,20.919367,-76.7243899,12/16/2016
hamlet,nodes,20.9127834,-76.7105143,12/16/2016
hamlet,nodes,20.8936792,-76.7452799,12/16/2016
hamlet,nodes,20.9253776,-76.5978921,12/16/2016
hamlet,nodes,20.8885593,-76.8291661,12/16/2016
hamlet,nodes,20.8880466,-76.9731821,12/16/2016
hamlet,nodes,20.8922526,-76.4893747,12/16/2016
hamlet,nodes,20.9345354,-76.8273996,12/16/2016
hamlet,nodes,20.9185005,-76.8496443,12/16/2016
hamlet,nodes,20.0188693,-74.8779416,12/16/2016
hamlet,nodes,23.0060489,-82.5166626,12/16/2016
hamlet,nodes,23.0072224,-82.5086858,12/16/2016
hamlet,nodes,23.0235152,-82.5029059,12/16/2016
hamlet,nodes,23.0468823,-82.5205563,12/16/2016
hamlet,nodes,23.0620068,-82.5165235,12/16/2016
hamlet,nodes,20.0698641,-74.9390893,12/16/2016
hamlet,nodes,20.0606664,-75.7136183,12/16/2016
hamlet,nodes,20.0661211,-75.5654915,12/16/2016
hamlet,nodes,20.6665311,-75.8141129,12/16/2016
hamlet,nodes,20.6742486,-75.8025497,12/16/2016
hamlet,nodes,20.6398527,-75.7867599,12/16/2016
hamlet,nodes,20.649998,-75.8071393,12/16/2016
hamlet,nodes,20.6653906,-75.8941754,12/16/2016
hamlet,nodes,20.5985468,-75.9095876,12/16/2016
hamlet,nodes,19.9513007,-76.5548899,12/16/2016
hamlet,nodes,19.9447208,-76.7116423,12/16/2016
hamlet,nodes,19.9402763,-76.8613255,12/16/2016
hamlet,nodes,19.9370482,-76.8025858,12/16/2016
hamlet,nodes,19.9212757,-76.8991039,12/16/2016
hamlet,nodes,19.9043826,-76.9571319,12/16/2016
hamlet,nodes,19.9132284,-76.9543402,12/16/2016
hamlet,nodes,19.9490452,-77.0090587,12/16/2016
hamlet,nodes,19.9469528,-76.7549549,12/16/2016
hamlet,nodes,19.9351801,-76.9883897,12/16/2016
hamlet,nodes,19.9467451,-77.001177,12/16/2016
hamlet,nodes,19.9348166,-76.8819682,12/16/2016
hamlet,nodes,20.2597362,-75.5949497,12/16/2016
hamlet,nodes,20.1024046,-75.4753701,12/16/2016
hamlet,nodes,20.1005308,-75.4529051,12/16/2016
hamlet,nodes,20.1251541,-75.4537715,12/16/2016
hamlet,nodes,20.4447274,-74.5748828,12/16/2016
hamlet,nodes,20.4629724,-74.5854843,12/16/2016
hamlet,nodes,20.4839642,-74.6145862,12/16/2016
hamlet,nodes,20.6088559,-74.752658,12/16/2016
hamlet,nodes,20.6186538,-74.7841833,12/16/2016
hamlet,nodes,20.5928316,-74.7711941,12/16/2016
hamlet,nodes,20.6235593,-74.7811904,12/16/2016
hamlet,nodes,20.6125249,-74.7718941,12/16/2016
hamlet,nodes,20.6019927,-74.7549104,12/16/2016
hamlet,nodes,20.013333,-75.0308713,12/16/2016
hamlet,nodes,20.1316939,-74.998035,12/16/2016
hamlet,nodes,20.6009428,-76.8676887,12/16/2016
hamlet,nodes,20.6073773,-76.8594891,12/16/2016
hamlet,nodes,20.6417381,-76.9012055,12/16/2016
hamlet,nodes,20.7003621,-76.9004015,12/16/2016
hamlet,nodes,20.6516575,-76.869221,12/16/2016
hamlet,nodes,20.5259607,-76.8486904,12/16/2016
hamlet,nodes,20.555502,-76.9877648,12/16/2016
hamlet,nodes,20.704274,-76.9999942,12/16/2016
hamlet,nodes,20.600713,-76.8811893,12/16/2016
hamlet,nodes,20.6256127,-76.864192,12/16/2016
hamlet,nodes,20.2746415,-76.9660631,12/16/2016
hamlet,nodes,20.2550805,-76.9403343,12/16/2016
hamlet,nodes,20.25067,-76.940556,12/16/2016
hamlet,nodes,20.2521658,-76.9500626,12/16/2016
hamlet,nodes,20.2944812,-76.9608096,12/16/2016
hamlet,nodes,20.331806,-76.946186,12/16/2016
hamlet,nodes,20.3963632,-76.9446918,12/16/2016
hamlet,nodes,20.4167321,-76.9609976,12/16/2016
hamlet,nodes,20.3007712,-76.979224,12/16/2016
hamlet,nodes,20.8577231,-76.6186477,12/16/2016
hamlet,nodes,20.8510531,-76.6011231,12/16/2016
hamlet,nodes,20.8322533,-76.645131,12/16/2016
hamlet,nodes,20.8305001,-76.6477507,12/16/2016
hamlet,nodes,20.8011864,-76.9096132,12/16/2016
hamlet,nodes,20.8185634,-76.8623793,12/16/2016
hamlet,nodes,20.8033795,-76.7996986,12/16/2016
hamlet,nodes,20.7832594,-76.9238341,12/16/2016
hamlet,nodes,20.7861807,-76.909181,12/16/2016
hamlet,nodes,20.8134648,-76.9109097,12/16/2016
hamlet,nodes,20.8331968,-76.9111031,12/16/2016
hamlet,nodes,20.8508626,-76.9039869,12/16/2016
hamlet,nodes,20.8633433,-76.9083309,12/16/2016
hamlet,nodes,20.8635148,-76.907815,12/16/2016
hamlet,nodes,20.7749128,-76.9045917,12/16/2016
hamlet,nodes,20.8435027,-76.8364827,12/16/2016
hamlet,nodes,20.8457678,-76.7815697,12/16/2016
hamlet,nodes,20.8562567,-76.4871871,12/16/2016
hamlet,nodes,20.8588376,-76.5299446,12/16/2016
city,nodes,23.0469236,-81.5783032,12/16/2016
hamlet,nodes,20.5985785,-75.0859262,12/16/2016
hamlet,nodes,22.709109,-80.0694672,12/16/2016
hamlet,nodes,22.6192867,-80.2140606,12/16/2016
hamlet,nodes,20.3231595,-75.0321516,12/16/2016
hamlet,nodes,22.0417509,-80.3538108,12/16/2016
hamlet,nodes,21.8479991,-80.1830716,12/16/2016
hamlet,nodes,22.2170933,-81.1223146,12/16/2016
city,nodes,22.9613562,-82.1518012,12/16/2016
hamlet,nodes,21.1255346,-78.0618483,12/16/2016
hamlet,nodes,22.9113546,-82.7064674,12/16/2016
hamlet,nodes,20.5820515,-75.8203528,12/16/2016
hamlet,nodes,22.9106637,-82.443998,12/16/2016
hamlet,nodes,22.8856892,-82.4231672,12/16/2016
hamlet,nodes,22.6090311,-81.2668676,12/16/2016
hamlet,nodes,22.6003403,-81.2601654,12/16/2016
hamlet,nodes,21.0919247,-77.717059,12/16/2016
hamlet,nodes,21.0577661,-77.7464196,12/16/2016
hamlet,nodes,21.0265368,-77.9345615,12/16/2016
hamlet,nodes,21.1774797,-77.9051314,12/16/2016
hamlet,nodes,21.2095618,-77.9045599,12/16/2016
hamlet,nodes,21.2235535,-77.9056578,12/16/2016
hamlet,nodes,21.1985066,-78.25335,12/16/2016
hamlet,nodes,21.0490391,-77.9892804,12/16/2016
hamlet,nodes,21.1213217,-78.1577461,12/16/2016
hamlet,nodes,21.0322757,-77.7423515,12/16/2016
hamlet,nodes,20.9853396,-77.6959476,12/16/2016
hamlet,nodes,20.9399277,-77.7091044,12/16/2016
hamlet,nodes,21.1138681,-77.6879847,12/16/2016
hamlet,nodes,21.1537057,-77.7042854,12/16/2016
hamlet,nodes,20.9749923,-77.8493338,12/16/2016
hamlet,nodes,21.1242241,-77.346428,12/16/2016
hamlet,nodes,21.351152,-77.3850014,12/16/2016
hamlet,nodes,21.2494755,-77.3142756,12/16/2016
hamlet,nodes,20.0102513,-75.7564948,12/16/2016
hamlet,nodes,21.7177883,-82.8446265,12/16/2016
hamlet,nodes,21.8739167,-84.8254248,12/16/2016
hamlet,nodes,21.4883757,-77.8466437,12/16/2016
hamlet,nodes,21.5993214,-78.1974648,12/16/2016
city,nodes,23.135305,-82.3589631,12/16/2016
city,nodes,21.3791765,-77.9183681,12/16/2016
hamlet,nodes,22.9243806,-82.1214134,12/16/2016
hamlet,nodes,23.0145536,-82.6986623,12/16/2016
hamlet,nodes,23.0031377,-82.6659715,12/16/2016
hamlet,nodes,22.8743959,-82.2439367,12/16/2016
hamlet,nodes,22.8850319,-82.2725558,12/16/2016
hamlet,nodes,22.9621809,-82.3513989,12/16/2016
hamlet,nodes,22.8884518,-82.3107988,12/16/2016
hamlet,nodes,22.9823915,-82.6921253,12/16/2016
hamlet,nodes,22.0979139,-83.9989554,12/16/2016
hamlet,nodes,22.0785196,-84.1756083,12/16/2016
hamlet,nodes,22.1187615,-84.0689336,12/16/2016
hamlet,nodes,22.8714995,-82.7177274,12/16/2016
